entry_time,exit_time,entry_price,exit_price,position_size,pnl,pnl_pct,type
2023-01-08 11:00:00,2023-01-08 12:00:00,96.79719721731114,98.40582743020362,767.2522909169068,1234.2252160799055,1.2342252160799054,short
